,GO,count,defence,GO_Record,fdr,geno
2360,response to UV-B,14,False,GO:0010224,0.6640919693312025,col
2361,response to UV-C,3,False,GO:0010225,0.9114468653855319,col
2957,response to UV-C,3,False,GO:0010225,1.0,lym
2362,response to X-ray,1,False,GO:0010165,1.0,col
90,response to abscisic acid,98,True,GO:0009737,4.964230564921645e-07,col
94,response to abscisic acid,122,True,GO:0009737,4.018528014816874e-06,lym
2,response to abscisic acid,1,True,GO:0009737,1.0,cer
2363,response to absence of light,7,False,GO:0009646,1.0,col
2958,response to absence of light,10,False,GO:0009646,0.9194054893928421,lym
2364,response to acidic pH,2,False,GO:0010447,0.9114468653855319,col
2959,response to acidic pH,2,False,GO:0010447,1.0,lym
2960,response to aluminum ion,3,False,GO:0010044,1.0,lym
2365,response to aluminum ion,2,False,GO:0010044,1.0,col
2961,response to ammonium ion,1,False,GO:0060359,1.0,lym
2366,response to anoxia,2,False,GO:0034059,0.9114468653855319,col
2962,response to arsenic-containing substance,5,False,GO:0046685,0.8891355937810068,lym
2367,response to arsenic-containing substance,2,False,GO:0046685,1.0,col
2963,response to auxin,76,False,GO:0009733,0.08738916941174923,lym
2368,response to auxin,64,False,GO:0009733,0.0038287384766259513,col
21,response to auxin,1,False,GO:0009733,1.0,cer
2369,response to bacterium,46,False,GO:0009617,7.216110757668597e-11,col
2964,response to bacterium,51,False,GO:0009617,1.8458027419431827e-08,lym
22,response to bacterium,1,False,GO:0009617,1.0,cer
2370,response to benzoic acid,1,False,GO:0080021,0.9114468653855319,col
2965,response to benzoic acid,1,False,GO:0080021,0.9194054893928421,lym
2371,response to biotic stimulus,4,False,GO:0009607,0.9114468653855319,col
2966,response to biotic stimulus,6,False,GO:0009607,0.5254015378766363,lym
2372,response to blue light,8,False,GO:0009637,1.0,col
2967,response to blue light,9,False,GO:0009637,1.0,lym
2968,response to boron-containing substance,1,False,GO:0010036,1.0,lym
2373,response to brassinosteroid,10,False,GO:0009741,0.24191720901113206,col
2969,response to brassinosteroid,11,False,GO:0009741,0.5952532409083221,lym
2970,response to cadmium ion,110,False,GO:0046686,1.0483458189679515e-07,lym
2374,response to cadmium ion,54,False,GO:0046686,0.9114468653855319,col
2375,response to calcium ion,2,False,GO:0051592,0.7092183814541623,col
2971,response to calcium ion,2,False,GO:0051592,0.8948781031130397,lym
2376,response to carbohydrate,1,False,GO:0009743,1.0,col
2972,response to carbohydrate,1,False,GO:0009743,1.0,lym
2377,response to carbon dioxide,3,False,GO:0010037,1.0,col
2973,response to carbon dioxide,3,False,GO:0010037,1.0,lym
2378,response to cation stress,1,False,GO:0043157,1.0,col
91,response to chitin,107,True,GO:0010200,8.188353222923579e-66,col
95,response to chitin,110,True,GO:0010200,3.223330642277792e-54,lym
2379,response to cobalt ion,1,False,GO:0032025,1.0,col
2974,response to cobalt ion,1,False,GO:0032025,1.0,lym
2975,response to cold,105,False,GO:0009409,3.212616563497906e-07,lym
2380,response to cold,73,False,GO:0009409,0.00031940904838581954,col
2976,response to copper ion,2,False,GO:0046688,1.0,lym
2381,response to copper ion,1,False,GO:0046688,1.0,col
2977,response to cytokinin,51,False,GO:0009735,0.13188436167374978,lym
2382,response to cytokinin,19,False,GO:0009735,1.0,col
2383,response to desiccation,4,False,GO:0009269,1.0,col
2978,response to desiccation,5,False,GO:0009269,1.0,lym
2979,response to drug,1,False,GO:0042493,0.9194054893928421,lym
2384,response to drug,1,False,GO:0042493,0.9114468653855319,col
2980,response to endoplasmic reticulum stress,5,False,GO:0034976,1.0,lym
2385,response to endoplasmic reticulum stress,3,False,GO:0034976,1.0,col
2981,response to ethylene,50,False,GO:0009723,4.077400512705621e-06,lym
2386,response to ethylene,36,False,GO:0009723,0.00044672104791228413,col
2387,response to external biotic stimulus,2,False,GO:0043207,0.7092183814541623,col
2982,response to external biotic stimulus,3,False,GO:0043207,0.19812333031158888,lym
2983,response to extracellular stimulus,1,False,GO:0009991,0.9194054893928421,lym
2388,response to extracellular stimulus,1,False,GO:0009991,0.9114468653855319,col
2984,response to far red light,8,False,GO:0010218,1.0,lym
2389,response to far red light,7,False,GO:0010218,1.0,col
2390,response to flooding,2,False,GO:0009413,0.9114468653855319,col
2985,response to flooding,2,False,GO:0009413,0.9194054893928421,lym
2391,response to freezing,7,False,GO:0050826,0.9114468653855319,col
2986,response to freezing,6,False,GO:0050826,1.0,lym
2392,response to fructose,2,False,GO:0009750,1.0,col
2987,response to fructose,4,False,GO:0009750,1.0,lym
96,response to fungus,38,True,GO:0009620,1.0145729133928859e-07,lym
92,response to fungus,30,True,GO:0009620,1.5196598472245058e-06,col
3,response to fungus,1,True,GO:0009620,1.0,cer
2988,response to gamma radiation,1,False,GO:0010332,1.0,lym
2393,response to gibberellin,23,False,GO:0009739,0.4430214022833208,col
2989,response to gibberellin,35,False,GO:0009739,0.03549898060295997,lym
2990,response to glucose,10,False,GO:0009749,1.0,lym
2394,response to glucose,6,False,GO:0009749,1.0,col
2395,response to gravity,1,False,GO:0009629,1.0,col
2991,response to gravity,1,False,GO:0009629,1.0,lym
2396,response to growth hormone,1,False,GO:0060416,0.9114468653855319,col
2992,response to heat,48,False,GO:0009408,0.024609710270037406,lym
2397,response to heat,29,False,GO:0009408,0.9114468653855319,col
2993,response to herbicide,3,False,GO:0009635,0.9194054893928421,lym
2398,response to herbicide,3,False,GO:0009635,0.9114468653855319,col
2994,response to herbivore,3,False,GO:0080027,1.0,lym
2399,response to herbivore,3,False,GO:0080027,1.0,col
2400,response to high light intensity,7,False,GO:0009644,1.0,col
2995,response to high light intensity,14,False,GO:0009644,1.0,lym
2401,response to histidine,1,False,GO:0080052,0.9114468653855319,col
2402,response to hormone,2,False,GO:0009725,1.0,col
2996,response to hormone,2,False,GO:0009725,1.0,lym
2403,response to hydrogen peroxide,13,False,GO:0042542,0.9114468653855319,col
2997,response to hydrogen peroxide,18,False,GO:0042542,0.8948781031130397,lym
2404,response to hypoxia,13,False,GO:0001666,0.074850318072122,col
2998,response to hypoxia,15,False,GO:0001666,0.22204320336022945,lym
2405,response to insect,12,False,GO:0009625,0.02722737978791857,col
2999,response to insect,13,False,GO:0009625,0.16245590500860008,lym
2406,response to iron ion,3,False,GO:0010039,1.0,col
3000,response to iron ion,5,False,GO:0010039,1.0,lym
2407,response to iron ion starvation,2,False,GO:1990641,1.0,col
3001,response to iron ion starvation,4,False,GO:1990641,1.0,lym
97,response to jasmonic acid,59,True,GO:0009753,7.431391611234558e-06,lym
93,response to jasmonic acid,50,True,GO:0009753,4.964230564921645e-07,col
98,response to jasmonic acid stimulus involved in jasmonic acid and ethylene-dependent systemic resistance,1,True,GO:0032260,0.9194054893928421,lym
94,response to jasmonic acid stimulus involved in jasmonic acid and ethylene-dependent systemic resistance,1,True,GO:0032260,0.9114468653855319,col
3002,response to karrikin,43,False,GO:0080167,0.004034003218664313,lym
2408,response to karrikin,35,False,GO:0080167,0.0017440182757361869,col
2409,response to leucine,1,False,GO:0043201,0.9114468653855319,col
2410,response to light intensity,3,False,GO:0009642,1.0,col
3003,response to light intensity,5,False,GO:0009642,0.9194054893928421,lym
2411,response to light stimulus,41,False,GO:0009416,0.13194789423587597,col
3004,response to light stimulus,49,False,GO:0009416,0.5374576917674319,lym
2412,response to low fluence blue light stimulus by blue low-fluence system,2,False,GO:0010244,1.0,col
3005,response to low fluence blue light stimulus by blue low-fluence system,3,False,GO:0010244,1.0,lym
3006,response to low humidity,1,False,GO:0090547,1.0,lym
3007,response to low light intensity stimulus,1,False,GO:0009645,1.0,lym
3008,response to mannitol,5,False,GO:0010555,0.9194054893928421,lym
2413,response to mannitol,5,False,GO:0010555,0.645620565621301,col
3009,response to mechanical stimulus,5,False,GO:0009612,0.3455502420922997,lym
2414,response to mechanical stimulus,5,False,GO:0009612,0.1283967809546723,col
3010,response to metal ion,3,False,GO:0010038,1.0,lym
2415,response to metal ion,1,False,GO:0010038,1.0,col
2416,response to methyl methanesulfonate,1,False,GO:0072702,1.0,col
3011,response to microbial phytotoxin,4,False,GO:0010188,0.34029402719830837,lym
2417,response to microbial phytotoxin,1,False,GO:0010188,1.0,col
95,response to molecule of bacterial origin,16,True,GO:0002237,3.4771746113422253e-06,col
99,response to molecule of bacterial origin,19,True,GO:0002237,9.397925382235845e-07,lym
96,response to molecule of fungal origin,10,True,GO:0002238,0.0002576221678351983,col
100,response to molecule of fungal origin,10,True,GO:0002238,0.004079652224592642,lym
97,response to molecule of oomycetes origin,3,True,GO:0002240,0.24268052962531106,col
101,response to molecule of oomycetes origin,3,True,GO:0002240,0.4349434279753759,lym
3012,response to mycotoxin,1,False,GO:0010046,0.9194054893928421,lym
2418,response to nematode,21,False,GO:0009624,0.050898143978225396,col
3013,response to nematode,25,False,GO:0009624,0.12051241606310324,lym
2419,response to nickel cation,1,False,GO:0010045,1.0,col
3014,response to nickel cation,1,False,GO:0010045,1.0,lym
3015,response to nitrate,5,False,GO:0010167,1.0,lym
2420,response to nitrate,5,False,GO:0010167,1.0,col
2421,response to nitrate starvation,1,False,GO:0090548,1.0,col
3016,response to nitrate starvation,1,False,GO:0090548,1.0,lym
3017,response to nitric oxide,1,False,GO:0071731,0.9194054893928421,lym
2422,response to nitrogen compound,1,False,GO:1901698,1.0,col
2423,response to nutrient,1,False,GO:0007584,1.0,col
3018,response to nutrient,1,False,GO:0007584,1.0,lym
102,response to oomycetes,16,True,GO:0002239,2.172113916771575e-06,lym
98,response to oomycetes,13,True,GO:0002239,3.1532063316712336e-05,col
4,response to oomycetes,1,True,GO:0002239,1.0,cer
2424,response to organic substance,1,False,GO:0010033,1.0,col
3019,response to organic substance,2,False,GO:0010033,0.5254015378766363,lym
2425,response to osmotic stress,28,False,GO:0006970,0.3977175726253958,col
3020,response to osmotic stress,37,False,GO:0006970,0.37751399856915063,lym
3021,response to other organism,26,False,GO:0051707,0.00014457729754455343,lym
2426,response to other organism,19,False,GO:0051707,0.004517401890926802,col
2427,response to oxidative stress,59,False,GO:0006979,0.0009085775844819155,col
3022,response to oxidative stress,72,False,GO:0006979,0.008243312210318104,lym
2428,response to ozone,12,False,GO:0010193,0.01962581337738356,col
3023,response to ozone,19,False,GO:0010193,1.9930389216003123e-05,lym
2429,response to pH,1,False,GO:0009268,0.9114468653855319,col
3024,response to pH,1,False,GO:0009268,0.9194054893928421,lym
103,response to parasitic fungus,1,True,GO:0009623,1.0,lym
2430,response to phenylalanine,1,False,GO:0080053,0.9114468653855319,col
3025,response to photooxidative stress,2,False,GO:0080183,1.0,lym
2431,response to photooxidative stress,3,False,GO:0080183,1.0,col
2432,response to rapamycin,1,False,GO:1901355,0.9114468653855319,col
3026,response to reactive oxygen species,9,False,GO:0000302,1.0,lym
2433,response to reactive oxygen species,8,False,GO:0000302,1.0,col
3027,response to red light,14,False,GO:0010114,1.0,lym
2434,response to red light,8,False,GO:0010114,1.0,col
3028,response to red or far red light,14,False,GO:0009639,0.5070785156878572,lym
2435,response to red or far red light,12,False,GO:0009639,0.28378490179678056,col
5,response to salicylic acid,1,True,GO:0009751,1.0,cer
104,response to salicylic acid,65,True,GO:0009751,5.0500110731445816e-08,lym
99,response to salicylic acid,60,True,GO:0009751,6.9266556890144944e-12,col
2436,response to salt,4,False,GO:1902074,1.0,col
3029,response to salt,3,False,GO:1902074,1.0,lym
3030,response to salt stress,172,False,GO:0009651,1.8444341580868973e-13,lym
2437,response to salt stress,117,False,GO:0009651,4.964230564921645e-07,col
3031,response to singlet oxygen,3,False,GO:0000304,0.9194054893928421,lym
2438,response to singlet oxygen,4,False,GO:0000304,0.24024187518548076,col
3032,response to sodium phosphate,1,False,GO:1904383,0.9194054893928421,lym
2439,response to sodium phosphate,1,False,GO:1904383,0.9114468653855319,col
2440,response to starvation,4,False,GO:0042594,1.0,col
3033,response to starvation,4,False,GO:0042594,1.0,lym
2441,response to strigolactone,3,False,GO:1902347,0.5930872027321419,col
3034,response to strigolactone,2,False,GO:1902347,1.0,lym
2442,response to sucrose,7,False,GO:0009744,1.0,col
3035,response to sucrose,9,False,GO:0009744,1.0,lym
2443,response to superoxide,1,False,GO:0000303,1.0,col
3036,response to superoxide,1,False,GO:0000303,1.0,lym
3037,response to symbiotic bacterium,1,False,GO:0009609,1.0,lym
2444,response to symbiotic bacterium,1,False,GO:0009609,1.0,col
100,response to symbiotic fungus,4,True,GO:0009610,0.5930872027321419,col
105,response to symbiotic fungus,5,True,GO:0009610,0.4489469196897321,lym
3038,response to temperature stimulus,4,False,GO:0009266,1.0,lym
2445,response to temperature stimulus,3,False,GO:0009266,1.0,col
2446,response to toxic substance,4,False,GO:0009636,1.0,col
3039,response to toxic substance,7,False,GO:0009636,0.8948781031130397,lym
3040,response to trehalose-6-phosphate,1,False,GO:0080094,0.9194054893928421,lym
2447,response to unfolded protein,3,False,GO:0006986,1.0,col
3041,response to unfolded protein,6,False,GO:0006986,0.5254015378766363,lym
2448,response to virus,10,False,GO:0009615,0.5175604809271079,col
3042,response to virus,13,False,GO:0009615,0.4349434279753759,lym
3043,response to water,4,False,GO:0009415,0.9194054893928421,lym
23,response to water deprivation,1,False,GO:0009414,1.0,cer
2449,response to water deprivation,70,False,GO:0009414,0.0001136013439339366,col
3044,response to water deprivation,83,False,GO:0009414,0.004543566955762047,lym
106,response to wounding,83,True,GO:0009611,4.230650339034017e-12,lym
101,response to wounding,74,True,GO:0009611,1.6858382063816273e-15,col
2450,response to xenobiotic stimulus,1,False,GO:0009410,1.0,col
2451,response to zinc ion,8,False,GO:0010043,1.0,col
3045,response to zinc ion,14,False,GO:0010043,0.4752582903830387,lym
2452,reticulophagy,1,False,GO:0061709,0.9114468653855319,col
2453,"retrograde transport, endosome to Golgi",1,False,GO:0042147,1.0,col
3046,"retrograde transport, endosome to Golgi",2,False,GO:0042147,1.0,lym
2454,"retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum",1,False,GO:0006890,1.0,col
3047,"retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum",3,False,GO:0006890,1.0,lym
2455,retrotransposon nucleocapsid,1,False,GO:0000943,1.0,col
3048,retrotransposon nucleocapsid,1,False,GO:0000943,1.0,lym
2456,rhamnogalacturonan I biosynthetic process,1,False,GO:0010246,1.0,col
3049,rhamnogalacturonan I biosynthetic process,1,False,GO:0010246,1.0,lym
2457,rhamnogalacturonan I metabolic process,1,False,GO:0010395,0.9114468653855319,col
3050,rhamnogalacturonan I metabolic process,1,False,GO:0010395,0.9194054893928421,lym
2458,rhamnogalacturonan II biosynthetic process,1,False,GO:0010306,1.0,col
3051,rhamnogalacturonan II biosynthetic process,2,False,GO:0010306,1.0,lym
2459,rhythmic process,3,False,GO:0048511,1.0,col
3052,rhythmic process,3,False,GO:0048511,1.0,lym
3053,riboflavin biosynthetic process,2,False,GO:0009231,1.0,lym
2460,riboflavin biosynthetic process,3,False,GO:0009231,1.0,col
2461,riboflavin synthase activity,1,False,GO:0004746,1.0,col
2462,ribonuclease III activity,2,False,GO:0004525,1.0,col
3054,ribonuclease III activity,2,False,GO:0004525,1.0,lym
2463,ribonuclease P activity,1,False,GO:0004526,1.0,col
3055,ribonuclease P activity,1,False,GO:0004526,1.0,lym
2464,ribonuclease T2 activity,1,False,GO:0033897,1.0,col
3056,ribonuclease T2 activity,1,False,GO:0033897,1.0,lym
2465,ribonuclease activity,5,False,GO:0004540,1.0,col
3057,ribonuclease activity,6,False,GO:0004540,1.0,lym
2466,ribonuclease inhibitor activity,1,False,GO:0008428,1.0,col
3058,ribonuclease inhibitor activity,1,False,GO:0008428,1.0,lym
3059,ribonucleoprotein complex,10,False,GO:1990904,1.0,lym
2467,ribonucleoprotein complex,6,False,GO:1990904,1.0,col
3060,ribonucleoprotein complex binding,2,False,GO:0043021,1.0,lym
2468,ribonucleoprotein complex binding,1,False,GO:0043021,1.0,col
3061,ribonucleoside monophosphate biosynthetic process,1,False,GO:0009156,1.0,lym
2469,"ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor",1,False,GO:0004748,1.0,col
3062,ribose phosphate diphosphokinase activity,3,False,GO:0004749,0.8744078585946239,lym
3063,ribose phosphate diphosphokinase complex,3,False,GO:0002189,0.14281061723528332,lym
2470,ribose-5-phosphate isomerase activity,2,False,GO:0004751,1.0,col
3064,ribose-5-phosphate isomerase activity,1,False,GO:0004751,1.0,lym
2471,ribosomal large subunit assembly,5,False,GO:0000027,1.0,col
3065,ribosomal large subunit assembly,18,False,GO:0000027,5.368370148339791e-05,lym
3066,ribosomal large subunit binding,1,False,GO:0043023,1.0,lym
2472,ribosomal large subunit binding,1,False,GO:0043023,1.0,col
3067,ribosomal large subunit biogenesis,10,False,GO:0042273,0.024609710270037406,lym
2473,ribosomal large subunit biogenesis,1,False,GO:0042273,1.0,col
3068,ribosomal small subunit assembly,14,False,GO:0000028,0.0025515663828496868,lym
2474,ribosomal small subunit assembly,1,False,GO:0000028,1.0,col
3069,ribosomal small subunit binding,1,False,GO:0043024,1.0,lym
2475,ribosomal small subunit binding,1,False,GO:0043024,1.0,col
3070,ribosomal small subunit biogenesis,4,False,GO:0042274,0.6077622654256218,lym
2476,ribosome,30,False,GO:0005840,1.0,col
3071,ribosome,137,False,GO:0005840,1.08945471803715e-26,lym
2477,ribosome assembly,1,False,GO:0042255,1.0,col
2478,ribosome binding,2,False,GO:0043022,1.0,col
3072,ribosome binding,8,False,GO:0043022,1.0,lym
2479,ribosome biogenesis,7,False,GO:0042254,0.41018782025263817,col
3073,ribosome biogenesis,63,False,GO:0042254,6.6153726295316576e-15,lym
3074,ribosome disassembly,2,False,GO:0032790,1.0,lym
2480,root cap development,1,False,GO:0048829,1.0,col
3075,root cap development,2,False,GO:0048829,1.0,lym
3076,root development,44,False,GO:0048364,0.10729133482931397,lym
2481,root development,29,False,GO:0048364,0.7092183814541623,col
2482,root epidermal cell differentiation,4,False,GO:0010053,1.0,col
3077,root epidermal cell differentiation,7,False,GO:0010053,0.8948781031130397,lym
3078,root hair cell development,7,False,GO:0080147,1.0,lym
2483,root hair cell development,4,False,GO:0080147,1.0,col
3079,root hair cell differentiation,4,False,GO:0048765,1.0,lym
2484,root hair cell differentiation,4,False,GO:0048765,1.0,col
2485,root hair cell tip growth,6,False,GO:0048768,0.9114468653855319,col
3080,root hair cell tip growth,13,False,GO:0048768,0.0039684471068031964,lym
3081,root hair elongation,16,False,GO:0048767,0.34029402719830837,lym
2486,root hair elongation,6,False,GO:0048767,1.0,col
2487,root hair initiation,3,False,GO:0048766,1.0,col
3082,root hair initiation,4,False,GO:0048766,1.0,lym
3083,root hair tip,2,False,GO:0035619,1.0,lym
2488,root hair tip,1,False,GO:0035619,1.0,col
2489,root meristem growth,1,False,GO:0010449,1.0,col
3084,root meristem growth,2,False,GO:0010449,1.0,lym
2490,root meristem specification,2,False,GO:0010071,1.0,col
3085,root meristem specification,3,False,GO:0010071,0.8948781031130397,lym
2491,root morphogenesis,3,False,GO:0010015,1.0,col
3086,root morphogenesis,5,False,GO:0010015,1.0,lym
3087,root radial pattern formation,1,False,GO:0090057,1.0,lym
2492,root system development,1,False,GO:0022622,1.0,col
3088,root system development,1,False,GO:0022622,1.0,lym
3089,"saccharopine dehydrogenase (NAD+, L-glutamate-forming) activity",1,False,GO:0047131,1.0,lym
3090,"saccharopine dehydrogenase (NADP+, L-lysine-forming) activity",1,False,GO:0047130,1.0,lym
3091,saccharopine dehydrogenase activity,1,False,GO:0004753,1.0,lym
3092,salicylate 5-hydroxylase activity,1,False,GO:0034785,1.0,lym
24,salicylate 5-hydroxylase activity,1,False,GO:0034785,0.19157538777990663,cer
102,salicylic acid binding,1,True,GO:1901149,1.0,col
107,salicylic acid binding,1,True,GO:1901149,1.0,lym
103,salicylic acid biosynthetic process,4,True,GO:0009697,0.3587520193149875,col
108,salicylic acid biosynthetic process,6,True,GO:0009697,0.038501288092468076,lym
109,salicylic acid glucosyltransferase (glucoside-forming) activity,1,True,GO:0052640,1.0,lym
104,salicylic acid mediated signaling pathway,8,True,GO:0009863,0.1864069542082677,col
110,salicylic acid mediated signaling pathway,9,True,GO:0009863,0.3402613158041693,lym
111,salicylic acid metabolic process,1,True,GO:0009696,1.0,lym
3093,second spliceosomal transesterification activity,1,False,GO:0000386,1.0,lym
3094,secondary active sulfate transmembrane transporter activity,2,False,GO:0008271,1.0,lym
3095,secondary metabolic process,1,False,GO:0019748,0.9194054893928421,lym
2493,secondary shoot formation,1,False,GO:0010223,1.0,col
3096,secondary shoot formation,5,False,GO:0010223,1.0,lym
2494,secondary thickening,1,False,GO:0080191,0.9114468653855319,col
3097,secondary thickening,1,False,GO:0080191,0.9194054893928421,lym
3098,secretion by cell,2,False,GO:0032940,0.9194054893928421,lym
3099,sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate glyceronetransferase activity,1,False,GO:0004801,1.0,lym
2495,seed coat development,5,False,GO:0010214,1.0,col
3100,seed coat development,8,False,GO:0010214,1.0,lym
3101,seed development,11,False,GO:0048316,1.0,lym
2496,seed development,8,False,GO:0048316,1.0,col
2497,seed dormancy process,2,False,GO:0010162,1.0,col
3102,seed dormancy process,6,False,GO:0010162,1.0,lym
3103,seed germination,27,False,GO:0009845,0.06771530706427387,lym
2498,seed germination,18,False,GO:0009845,0.4435837076006815,col
2499,seed maturation,2,False,GO:0010431,1.0,col
3104,seed maturation,5,False,GO:0010431,1.0,lym
3105,seed morphogenesis,2,False,GO:0048317,1.0,lym
2500,seed morphogenesis,4,False,GO:0048317,0.5930872027321419,col
3106,seed oilbody biogenesis,1,False,GO:0010344,1.0,lym
3107,seedling development,9,False,GO:0090351,0.8948781031130397,lym
2501,seedling development,7,False,GO:0090351,0.9114468653855319,col
3108,selenate transport,1,False,GO:0080160,1.0,lym
3109,selenium compound metabolic process,1,False,GO:0001887,1.0,lym
2502,selenium compound metabolic process,1,False,GO:0001887,1.0,col
3110,sepal formation,1,False,GO:0048453,0.9194054893928421,lym
2503,sepal giant cell development,1,False,GO:0090393,0.9114468653855319,col
3111,sepal giant cell development,1,False,GO:0090393,0.9194054893928421,lym
3112,sepal vascular tissue pattern formation,1,False,GO:0080057,0.9194054893928421,lym
3113,sequence-specific DNA binding,191,False,GO:0043565,0.00026507175975428463,lym
2504,sequence-specific DNA binding,170,False,GO:0043565,1.283743555199993e-10,col
3114,sequence-specific double-stranded DNA binding,1,False,GO:1990837,1.0,lym
2505,sequence-specific double-stranded DNA binding,1,False,GO:1990837,1.0,col
3115,sequence-specific mRNA binding,1,False,GO:1990825,1.0,lym
3116,sequestering of metal ion,1,False,GO:0051238,0.9194054893928421,lym
2506,sequestering of metal ion,1,False,GO:0051238,0.9114468653855319,col
3117,serine C-palmitoyltransferase activity,2,False,GO:0004758,1.0,lym
2507,serine C-palmitoyltransferase activity,2,False,GO:0004758,1.0,col
3118,serine O-acetyltransferase activity,2,False,GO:0009001,1.0,lym
2508,serine O-acetyltransferase activity,1,False,GO:0009001,1.0,col
2509,serine binding,1,False,GO:0070905,1.0,col
3119,serine binding,2,False,GO:0070905,1.0,lym
2510,serine family amino acid metabolic process,1,False,GO:0009069,0.9114468653855319,col
2511,serine racemase activity,1,False,GO:0030378,1.0,col
3120,serine-type carboxypeptidase activity,3,False,GO:0004185,0.41615296765057647,lym
2512,serine-type carboxypeptidase activity,1,False,GO:0004185,0.3936251465174977,col
3121,serine-type endopeptidase activity,12,False,GO:0004252,1.0,lym
2513,serine-type endopeptidase activity,5,False,GO:0004252,1.0,col
3122,serine-type endopeptidase inhibitor activity,5,False,GO:0004867,1.0,lym
2514,serine-type endopeptidase inhibitor activity,4,False,GO:0004867,1.0,col
3123,serine-type peptidase activity,3,False,GO:0008236,1.0,lym
2515,sesquiterpene biosynthetic process,2,False,GO:0051762,1.0,col
3124,sesquiterpene biosynthetic process,3,False,GO:0051762,1.0,lym
3125,sexual reproduction,2,False,GO:0019953,1.0,lym
2516,sexual reproduction,1,False,GO:0019953,1.0,col
2517,shade avoidance,6,False,GO:0009641,0.3977175726253958,col
3126,shade avoidance,5,False,GO:0009641,1.0,lym
2518,shikimate O-hydroxycinnamoyltransferase activity,1,False,GO:0047172,1.0,col
3127,shikimate O-hydroxycinnamoyltransferase activity,1,False,GO:0047172,1.0,lym
3128,shikimate biosynthetic process,1,False,GO:0033587,0.9194054893928421,lym
3129,shoot apical meristem development,2,False,GO:1902182,1.0,lym
2519,shoot apical meristem development,1,False,GO:1902182,1.0,col
3130,shoot system development,18,False,GO:0048367,0.9194054893928421,lym
2520,shoot system development,12,False,GO:0048367,1.0,col
2521,shoot system morphogenesis,2,False,GO:0010016,1.0,col
3131,shoot system morphogenesis,2,False,GO:0010016,1.0,lym
3132,short-chain fatty acid metabolic process,1,False,GO:0046459,0.9194054893928421,lym
2522,short-day photoperiodism,1,False,GO:0048572,0.9114468653855319,col
3133,short-day photoperiodism,1,False,GO:0048572,0.9194054893928421,lym
2523,"short-day photoperiodism, flowering",1,False,GO:0048575,1.0,col
3134,"short-day photoperiodism, flowering",1,False,GO:0048575,1.0,lym
3135,siRNA binding,1,False,GO:0035197,1.0,lym
2524,sialyltransferase activity,1,False,GO:0008373,1.0,col
3136,sigma factor activity,2,False,GO:0016987,1.0,lym
2525,sigma factor activity,1,False,GO:0016987,1.0,col
3137,signal peptidase complex,1,False,GO:0005787,1.0,lym
3138,signal peptide processing,2,False,GO:0006465,1.0,lym
2526,signal peptide processing,1,False,GO:0006465,1.0,col
3139,signal recognition particle binding,1,False,GO:0005047,1.0,lym
2527,signal recognition particle binding,1,False,GO:0005047,1.0,col
2528,signal recognition particle receptor complex,1,False,GO:0005785,1.0,col
3140,signal recognition particle receptor complex,1,False,GO:0005785,1.0,lym
3141,"signal recognition particle, chloroplast targeting",1,False,GO:0080085,1.0,lym
2529,"signal recognition particle, endoplasmic reticulum targeting",1,False,GO:0005786,1.0,col
3142,"signal recognition particle, endoplasmic reticulum targeting",3,False,GO:0005786,1.0,lym
2530,signal sequence binding,1,False,GO:0005048,1.0,col
2531,signal transduction,106,False,GO:0007165,2.490558685700527e-12,col
3143,signal transduction,121,False,GO:0007165,3.4308038891171646e-08,lym
3144,signal transduction by protein phosphorylation,12,False,GO:0023014,1.0,lym
2532,signal transduction by protein phosphorylation,14,False,GO:0023014,0.1838227337209422,col
3145,signaling receptor activity,6,False,GO:0038023,1.0,lym
2533,signaling receptor activity,3,False,GO:0038023,1.0,col
3146,signaling receptor binding,6,False,GO:0005102,1.0,lym
2534,signaling receptor binding,7,False,GO:0005102,1.0,col
3147,simple leaf morphogenesis,2,False,GO:0060776,1.0,lym
2535,simple leaf morphogenesis,1,False,GO:0060776,1.0,col
3148,sinapate 1-glucosyltransferase activity,1,False,GO:0050284,1.0,lym
2536,sinapate 1-glucosyltransferase activity,1,False,GO:0050284,1.0,col
3149,sinapoylglucose-malate O-sinapoyltransferase activity,1,False,GO:0016754,1.0,lym
3150,sinapoylglucose-sinapoylglucose O-sinapoyltransferase activity,2,False,GO:0047158,1.0,lym
2537,single fertilization,3,False,GO:0007338,1.0,col
3151,single fertilization,4,False,GO:0007338,1.0,lym
3152,single-stranded 3'-5' DNA helicase activity,1,False,GO:1990518,1.0,lym
3153,single-stranded DNA binding,8,False,GO:0003697,1.0,lym
2538,single-stranded DNA binding,5,False,GO:0003697,1.0,col
2539,single-stranded RNA binding,1,False,GO:0003727,1.0,col
3154,single-stranded RNA binding,3,False,GO:0003727,1.0,lym
2540,single-stranded telomeric DNA binding,2,False,GO:0043047,1.0,col
3155,single-stranded telomeric DNA binding,3,False,GO:0043047,1.0,lym
2541,skotomorphogenesis,1,False,GO:0009647,1.0,col
3156,skotomorphogenesis,1,False,GO:0009647,1.0,lym
3157,small nucleolar ribonucleoprotein complex,3,False,GO:0005732,1.0,lym
